University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Oslo,UIO,Humanities,Major - History of Philosophy 1600-1800,10,,,"
Prerequisites
Recommended previous knowledge
FIL1005 – Innføring i filosofihistorie frem til 1800
",,"
Learning outcome
After having completed the course, the students are expected to:

have a good knowledge of the core texts for the course
have a certain knowledge of the debate concerning the topic
be able to discuss the topic in a rather independent and critical manner
be able to describe in a consistent and clear manner what are the main aspects of the topic

",,,"
Course content
The main focus of this course will be on works/epochs/schools/ideas in the history of philosophy from the 17th century until the 19th century. Important names here are Descartes, Spinoza, Locke, Leibniz, Berkeley and Hume within the filed of metaphysics and epistemology; Hobbes, Grotius, Locke, Hume, Smith og Kant within ethics and political philosophy.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL2701/index-eng.html,
University of Oslo,UIO,Humanities,Major - Philosophy of Science,10,,,"
Prerequisites
Recommended previous knowledge
We recommend you take either FIL1002 - Introduction to epistemology and philosophy of science or a similar course, or that you take one or several courses in life science/natural science (for example medicine, biology, chemistry or physics) first. Students with other backgrounds but with an interest in philosophy and life science are also welcome to take the course.
",,"
Learning outcome
After having completed this course, you should be able to:

document a solid understanding of problems in the philosophy of science
understand and evaluate different perspectives critically and by using arguments
demonstrate an overview of differences, similarities and connections between different perspectives in the general philosophy of science or specific sciences such as biology or physics.

",,,"
Course content
In the spring semesters of 2022 and 2023, the course will run as an interdisciplinary course developed by Centre for Philosophy and the Sciences (CPS) supported by UiO:LifeScience. The aim is to bring students from philosophy and other fields together and add an extra dimension of interdisciplinary knowledge and skills. The course will address philosophical topics that arise in the life sciences. Examples are “what is good scientific evidence in medicine?”, “how to understand a scientific model”, “explanation and biological complexity”. The course will also address philosophical questions that arise from new life science fields, such as systems biology, synthetic biology, and bionano science. The course will receive extra funding in 2022 and 2023. The interdisciplinary profile of the course may be extended for further terms.
The course focuses on selected topics in the philosophy of science. Contents may vary between general philosophy of science and philosophical problems connected to specific sciences, such as biology or physics. Relevant topics may be:

scientific explanation
causality
scientific realism (to what degree are scientific truths and the objects of science objective?)
the biological species concept
philosophical problems regarding the theory of evolution
space and time
interpretations of Quantum mechanics

",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL2900/index-eng.html,
University of Oslo,UIO,Humanities,Special Topics in Philosophy,10,,,[],,"
Learning outcome
The aim is to give students an in depth knowledge of a specific topic within within different philosophical fields. Through the writing of an essay, students will develop the ability to express themselves in academic forms.
",,,"
Course content
FIL4010 is a code used when seminars are offered that are not a part of our regular courses. Content and form of teaching may vary from one semester to another.
See the semester pages for more information regarding the content of the course fall 2016.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4010/index-eng.html,
University of Oslo,UIO,Humanities,Special Topics in Philosophy II,10,,,[],,"
Learning outcome
The aim is to give students an in depth knowledge of a specific topic within within different philosophical fields. Through the writing of an essay, students will develop the ability to express themselves in academic forms.
",,,"
Course content
FIL4011 is a code used when seminars are offered that are not a part of our regular courses. Content and form of teaching may vary from one semester to another.
See the semester pages for further information about the course content spring 2016.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4011/index-eng.html,
University of Oslo,UIO,Humanities,Critical Reading of Ancient Philosophical Texts,10,,,[],,"
Learning outcome
After completing this course you will have

developed your skills in analyzing arguments in complicated ancient philosophical texts
 learnt how to use secondary literature and sources critically

",,,"
Course content
The course consists in a close reading and discussion of a major philosophical work from Antiquity (the period from the 5th century BC to the 7th century AD). The webpage for the semester will show to which area the work in question belongs.  
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4012/index-eng.html,
University of Oslo,UIO,Humanities,Philosophical Method and Practice,10,,,[],,"
Learning outcome
When you have completed this course, you will


have learnt to reflect on your own and other people's approach to philosophical writing, argumentation, and method


have developed writing and project development skills


have developed general skills for oral presentations, contributing to to seminars and workshops, organizing discussions groups and popularizing philosophy beyond academia


be prepared to write an outline of a possible MA project which will serve as a base for later work on the MA essay or thesis and based on which you will be assigned a supervisor


",,,"
Course content
The course is an obligatory part of the MA program, taken in its first semester. The course helps you develop the skills that are required to do philosophy at an advanced level. It covers a variety of philosophical methods with an eye to practical applications. Particular emphasis is placed on developing writing and project development skills, and on preparing for the MA essay (FIL4091) or the MA thesis (FIL4090). The course also emphasizes other practical skills, such as making oral presentations, contributing to seminars and conferences, organizing discussion groups, and popularizing philosophy beyond academia. You will get an introduction to philosophical research. The exact course contents and emphasis may vary from year to year.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4081/index-eng.html,
University of Oslo,UIO,Humanities,Master's Thesis in Philosophy,60,,,"
Prerequisites
Formal prerequisite knowledge
FIL4080 – Thesis seminar in philosophy (discontinued).
Your project description must be approved at least by the semester before you hand in your Master's thesis.
",,"
Learning outcome
The Master's thesis is an idependent work where the student defines and presents a philosophical topic. More precisely the student will learn

to define a suitable topic for your thesis
to engage with this topic in an independent and creative manner
to find, understand and critically relate to prior relevant research
to analyze and argue in a clear and philosophical way
to become familiar with the methodological and theoretical framework that is relevant to the thesis

",,,"
Course content
The Master's thesis is the major work in the alternative progression in the Master's programme that requires a thesis. The Master's thesis is expected to be based on the knowledge acquired through prior courses in philosophy or on a topic you have chosen in the first semester of the programme. You may freely choose your own thesis statement, given that competent supervision may be offered within the bounds of the programme’s available resources. The thesis should be of about 50-100 pages (each page of about 2300 characters).
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4090/index-eng.html,
University of Oslo,UIO,Humanities,Master's Essay in Philosophy,30,,,"
Prerequisites
Formal prerequisite knowledge
FIL4081 – Philosophical Method and Practice.
 
",,"
Learning outcome

to define a suitable essay statement
to find, understand and critically relate to prior relevant research
to analyze and argue in a clear and philosophical way
to become familiar with the methodological and theoretical framework that is relevant to the thesis

",,,"
Course content
The Master's essay is the major work in the alternative progression in the Master's programme that requires an essay. The Master's essay is expected to be based on the knowledge acquired through prior courses in philosophy or on a topic you have chosen in the first semester of the programme. You may freely choose your own essay statement, given that competent supervision may be offered within the bounds of the programme’s available resources. The essay should be of about 25-50 pages (each page of about 2300 characters).
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4091/index-eng.html,
University of Oslo,UIO,Humanities,Metaphysics/Philosophy of Mind,10,,,[],,"
Learning outcome
After having completed the course, the student is expected to

have a good knowledge of the course literature
be able to acquire and critically relate to relevant research within the field
be able to discuss topics and problems within metaphysics and/or philosophy of mind in a critical and philosophical way

",,,"
Course content
The content of the course will vary from year to year, but it will be based on current central problems within metaphysics and the philosophy of mind. The seminar will be based on philosophical texts, current relevant research articles and original texts.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4100/index-eng.html,
University of Oslo,UIO,Humanities,Theory of Cognition and Philosophy of Science,10,,,"
Prerequisites
Recommended previous knowledge
FIL2208 – Major - Theory of cognition/Philosophy of science (discontinued)
",,"
Learning outcome
To complete the course the student is expected to:

have good knowledge of the core texts for the course
be able to apply knowledge of the course area in order to critically evaluate new research contributions in the literature.
be able to discuss the philosophical issues covered in the course in a critical and professional manner, both orally and in writing.

",,,"
Course content
The content of the course will vary from year to year, but it will be based on current central problems within epistemology and philosophy of science. The seminar will be based on philosophical texts, current relevant research articles and original texts.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4200/index-eng.html,
University of Oslo,UIO,Humanities,Ethics,10,,,[],,"
Learning outcome
After having completed the course you are expected to

have good knowledge of the core texts for the course
be able to acquire knowledge of and critically relate to the latest research contributions within the topic of the course
be able to discuss the problems addressed in the course in a critical and professional  manner
be able to write an essay of about 10 pages answering a precise question in such a way that the essay has a clear and self-developed argumentative structure and demonstrates an updated acquaintance of the field

",,,"
Course content
The course consists of an in-depth study of a central problem within a field of moral philosophy – metaethics, normative ethics or applied ethics. Which problem the course focuses on may vary from one semester to another. Particular emphasis will be given to in- depth study, active reading, analysis and critical examination of texts. Certain semesters it might be relevant to analyze the connection between ethics and political philosophy.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4300/index-eng.html,
University of Oslo,UIO,Humanities,Feminist philosophy,10,,,[],,"
Learning outcome
After having completed the course, you are expected to:

have an understanding of central problems in feminist philosophy and discussions about the importance of gender for philosophy
have a deeper knowledge of a chosen topic where you are familiar with relevant scholarship
have the conceptual tools necessary for identifying, problematizing and evaluating different philosophical approaches to gender and sexuality
be able to engage in current debates in feminist philosophy
have developed good argumentative skills through seminar discussions, written assignments and presentation of your own work

",,,"
Course content
The course is an introduction to feminist philosophy. Students will study topics and debates that have shaped the development of feminist philosophy, and which have been changed by feminist philosophy, in turn. The course is typically organized thematically around the topics that include the metaphysics of sex and gender, oppression, body, emotion and knowledge, sexual orientation, and gender and morality. Students will be exposed to different traditions of feminist philosophy and will read both classical texts and contemporary scholarship.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4312/index-eng.html,
University of Oslo,UIO,Humanities,Feminist philosophy,10,,,[],,"
Learning outcome
After having completed the course, you are expected to:

have an understanding of central problems in feminist philosophy and discussions about the importance of gender for philosophy
have a deeper knowledge of a chosen topic where you are familiar with relevant scholarship
have the conceptual tools necessary for identifying, problematizing and evaluating different philosophical approaches to gender and sexuality
be able to engage in current debates in feminist philosophy
have developed good argumentative skills through seminar discussions, written assignments and presentation of your own work

",,,"
Course content
The course is an introduction to feminist philosophy. Students will study topics and debates that have shaped the development of feminist philosophy, and which have been changed by feminist philosophy, in turn. The course is typically organized thematically around the topics that include the metaphysics of sex and gender, oppression, body, emotion and knowledge, sexual orientation, and gender and morality. Students will be exposed to different traditions of feminist philosophy and will read both classical texts and contemporary scholarship.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4312/index.html,
University of Oslo,UIO,Humanities,Ethics in the Antiquity,10,,,"
Prerequisites
Recommended previous knowledge
Some basic knowledge in ethics.
",,"
Learning outcome
After having completed the course the students will

have a good general understanding of basic ethical problems discussed during the Antiquity
have developed a basic competence regarding the reception of these problems in the philosophical literature as well as their relevance in modern ethical thinking

",,,"
Course content
Classical works from the Antiquity such as the Nicomachean Ethics of Aristotle, and Platos’ The Republic in addition to the works of the Stoics and the Epicureans are among the most important and most debated in the western literature. During the last fifty years they have also been the source of the field within ethics known as virtue ethics.
During 14 double sessions of seminars the course will focus on these classical texts and the philosophical problems they arise.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4322/index-eng.html,
University of Oslo,UIO,Humanities,Political Philosophy,10,,,"
Prerequisites
Recommended previous knowledge
FIL1003 – Etikk
",,"
Learning outcome
After having completed the course you are expected to

have a good knowledge of the core texts for the course
be able to acquire knowledge of and critically relate to the latest research contributions within the topic of the course
be able to discuss the problems addressed in the course in a critical and professional manner, both orally and in writing
be able to write an essay within the given frames answering a precise question in such a way that the essay has a clear and self-developed argumentative structure and demonstrates an updated acquaintance of the field

",,,"
Course content
Political philosophy concerns how to organize relations among individuals who are members of societies. The following type of issues are central: How can individuals retain their freedom when they submit to political authority? How can the authority of the state be justified, and what should be its limits? What is a just distribution of goods and burdens? What is the role of public deliberation in democratic decision-making? Do individuals possess rights merely in virtue of their humanity? Important contributions have been made by philosophers like Plato, Aristotle, Aquinas, Machiavelli, Hobbes, Locke, Rousseau, Kant, Hegel, Mill, Marx, Arendt, Rawls and Habermas.
Political philosophy is sometimes closely related to ethics, but many political philosophers seek justifications for principles that reflect what is unique in political life. On an expansive conception of political philosophy it includes legal philosophy and social philosophy. The course might have a special focus on either the history of political philosophy or systematic approaches to political philosophy at different semesters.
 
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4330/index-eng.html,
University of Oslo,UIO,Humanities,Political philosophy,30,,,"
Prerequisites
Recommended previous knowledge
FIL1003 – Etikk
",,"
Learning outcome
The course seeks to give the students a comprehensive understanding of the
most influential positions developed within political and social
philosophy in the West from Hobbes to the present.
",,,"
Course content
The course on political philosophy discusses key original works by Hobbes, Hegel, John Stuart Mill, John Rawls, Nancy Fraser and Axel Honneth.
Central issues: the relationship between individual and state, the political role of civil society, challenges connected to contemporary multiculturalism in Western societies, the primacy of distributional justice versus the primacy of recognition.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4350/index-eng.html,
University of Oslo,UIO,Humanities,Care and Conflicts,5,,,"
Prerequisites
Recommended previous knowledge
The course is open to graduate students and advanced undergraduates. Students are expected to have background in philosophy and/or related subjects. Students must read the required reading assignments given by each teacher. All students must have good command of the English language.
",,"
Learning outcome
The learning outcome gained from this course will be


insight into the central normative features of a feminist ethics of care


the ability to critically and creatively discuss how to approach conflicts in interpersonal, social and global relationships, as well as environmental conflicts from the perspective of a feminist care ethics


developed skills in moral reasoning, critical thinking, oral and written communication.
",,,"
Course content
By focusing on women’s moral experiences and moral reasoning, feminist ethics contributes to renewing, rethinking and expanding our knowledge within meta-ethics, normative ethic, applied ethics and on real life moral dilemmas. In particular, theorizing on care and care work has produced a significantly different set of analytical tools than those inherited from conventional moral philosophy. New conceptualizations, methods, models and questions enable care ethicists to approach traditional ethical issues in a novel way, to bring new or neglected challenges to the forefront, as well as broaden our comprehension of what counts as ethically relevant. 
 
This development in feminist ethics has also made possible a new approach towards conflicts and conflict resolutions. These advancements are highly relevant in today’s world, and will be the main focus of the course. We will explore how feminist care ethics deals with conflicts, and also examine the theory’s differences, strengths and weaknesses by contrasting it with other ethical theories. Thematically, the course will be organized around four topics. (1) Care and conflict in private and professional relationships (e.g. abortion, human reproduction, professional care-work). (2) Care and conflict in war and peace (e.g. violence, conflict solving, peace building). (3) Care and conflict in global relations (e.g. poverty, migrations). (4) Care and conflict with nature (e.g. vegetarianism, animal rights, land ethics). 
 
This course is part of the The Gender and Philosophy project, offering an intensive 5 days summer course sponsored by an Erasmus+ grant, focusing on the subject of gender and philosophy from four different viewpoints. Each summer school has its own distinct theme introduced by specialists in the field of study and offers an innovative and exciting forum for discussion and learning. More about the project and the different summer schools can be found here: http://genderandphilosophy.weebly.com
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4355S/index.html,
University of Oslo,UIO,Humanities,Environmental Philosophy,10,,,"
Prerequisites
Recommended previous knowledge
FIL1003 – Etikk and FIL1001 – Innføring i metafysikk og bevissthetsfilosofi
",,"
Learning outcome
Taking this course will enable the student to

attain systematic insight into the views of nature characteristic of Western culture; into the issue of the moral status of nature as a whole, of species and of individual exemplars; into the contrast - and debate - between anthropological and non-anthropological theories, especially deep
		ecology
identify and assess the philosophical strengths and weaknesses of the major positions in contemporary environmental ethics.
demonstrate an overview of the changes in the philosophical way of perceiving nature, from Descartes and up till today.

",,,"
Course content
The course explores key philosophical issues regarding the moral status of nature (individuals, species, ecosystems) and whether this status differs substantially from the status of humans. No less fundamental than the ethical issue is the ontological one regarding what nature is. This cannot be discussed independently of how a given culture understands (construes) nature, be it as spirited, sacred, inherently valuable or as soulless material, a reservoar of resources solely of instrumental value. Do humans
see themselves as a part of nature or as apart from nature? Particular
emphasis will be given to the significance of technology in shaping, both
philosophically and pragmatically, society's relationship with nature.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4390/index-eng.html,
University of Oslo,UIO,Humanities,Environmental philosophy,5,,,"
Prerequisites
Recommended previous knowledge
FIL1003 – Etikk and FIL1001 – Innføring i metafysikk og bevissthetsfilosofi
",,"
Learning outcome
Taking this course will enable the student to

attain insight into the views of nature characteristic of Western culture; into the issue of the moral status of nature as a whole, of species and of individual exemplars; into the contrast - and debate - between anthropological and non-anthropological theories, especially deep
		ecology
identify and assess the philosophical strengths and weaknesses of some of the major positions in contemporary environmental ethics.
demonstrate an overview of the changes in the philosophical way of perceiving nature, from Descartes and up till today.

",,,"
Course content
The course explores key philosophical issues regarding the moral status of nature (individuals, species, ecosystems) and whether this status differs substantially from the status of humans. No less fundamental than the ethical issue is the ontological one regarding what nature is. This cannot be discussed independently of how a given culture understands (construes) nature, be it as spirited, sacred, inherently valuable or as soulless material, a reservoar of resources solely of instrumental value. Do humans see themselves as a part of nature or as apart from nature? Particular emphasis will be given to the significance of technology in shaping, both philosophically and pragmatically, society's relationship with nature.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4393/index-eng.html,
University of Oslo,UIO,Humanities,Logic and Philosophy of Language,10,,,[],,"
Learning outcome
The aim is to give students an in depth knowledge of a specific topic in the philosophy of language or logic. Through active participation in class, students will develop the ability to express themselves in academic forms, and give qualified contributions within this specific field.
",,,"
Course content
The focus of the course may vary from one year to another, but it will be based on current central problems within the philosophy of language and the philosophical aspects of logic. The seminar will be based on philosophical texts; current relevant articles as well as original texts.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4400/index-eng.html,
University of Oslo,UIO,Humanities,Philosophical Logic and the Philosophy of Mathematics,10,,,"
Prerequisites
Recommended previous knowledge
EXFAC03-FIL - Exfac, filosofivariant from fall 2007 till fall 2011 or FIL1006 - Innføring i logikk. If you are uncertain about whether or not your your previous knowledge within the field is sufficient, we advise you to contact the teacher responsible for the course.
",,"
Learning outcome
After passing the exam, you will have

gained a deeper understanding of the nature of logic and/or mathematics
acquired a thorough understanding of the central philosophical questions that arise in connection with one or both of these formal sciences, as well as an ability to think independently about how these questions are to be answered.

Having passed the exam in this unit will enable you to understand and orient yourself in the philosophical literature in this area.
",,,"
Course content
The contents of the course may vary from year to year but will be based on: (1) a further logical and philosophical study of classical propositional and predicate logic; (2) a logical and philosophical study of various extensions of, and alternatives to, classical logic; or (3) central questions in the philosophy of mathematics. Examples of (1) include metatheory such as soundness and completeness proofs, the deduction theorem, etc. Examples of (2) include Gödel's incompleteness theorem, various systems of modal logic (for example, K, T, S4, S5), as well as systems of deontic logic, temporal logic, or doxastic logic. Further examples of specialization may be within identity theory, model theory, set theory, second-order logic, logical consequence, conditionals, counterfactuals, intuitionistic logic, relevance logic, and various logical paradoxes such as Russell's Paradox, Liar Paradox, etc. Examples of (3) include mathematical knowledge, mathematical objects, truth in mathematics, and the applicability of mathematics.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4405/index-eng.html,
University of Oslo,UIO,Humanities,Philosophical logic and the philosophy of mathematics,30,,,"
Prerequisites
Recommended previous knowledge
EXFAC03-FIL – Exfac, filosofivariant - from fall 2007 till fall 2011 or FIL1006 – Innføring i logikk . If you are uncertain about whether or not your previous knowledge within the field is sufficient, we advise you to contact the teacher responsible for the course.
",,"
Learning outcome
After passing the exam, you will have

gained a deeper understanding of the nature of logic and/or mathematics
acquired a thorough understanding of the central philosophical questions that arise in connection with one or both of these formal sciences, as well as an ability to think independently about how these questions are to be answered.

Having passed the exam in this unit will enable you to understand and orient yourself in the philosophical literature in this area.
",,,"
Course content
The contents of the course may vary from year to year but will be based on: 
(1) a further logical and philosophical study of classical propositional and predicate logic; 
(2) a logical and philosophical study of various extensions of, and alternatives to, classical logic; or 
(3) central questions in the philosophy of mathematics. 
Examples of (1) include metatheory such as soundness and completeness proofs, the deduction theorem, etc. 
Examples of (2) include Gödel's incompleteness theorem, various systems of modal logic (for example, K, T, S4, S5), as well as systems of deontic logic, temporal logic, or doxastic logic. Further examples of specialization may be within identity theory, model theory, set theory, second-order logic, logical consequence, conditionals, counterfactuals, intuitionistic logic, relevance logic, and various logical paradoxes such as Russell's Paradox, Liar Paradox, etc. 
Examples of (3) include mathematical knowledge, mathematical objects, truth in mathematics, and the applicability of mathematics. 
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4406/index-eng.html,
University of Oslo,UIO,Humanities,Philosophical texts in Greek,10,,,"
Prerequisites
Formal prerequisite knowledge
You must have completed 20 study points in ancient Greek to be enrolled in this course.
",,"
Learning outcome
After having completed the course examination, you will:

be able to read ancient Greek philosophical texts in the original language with the help of a lexicon
be able to do a basic philological analysis on one's own
have a good foundation for philosophical interpretation of ancient texts

",,,"
Course content
The course consists in reading of ancient philosophical texts in ancient Greek. The texts and course readings may vary from year to year. The main goal is to provide students with training in ancient Greek and in philological methods and to use these in an interpretation of philosophical texts.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4530/index-eng.html,
University of Oslo,UIO,Humanities,Recent History of Philosophy: Continental Philosophy,10,,,"
Prerequisites
Recommended previous knowledge
FIL2700 – Major - History of Philosophy Until the 17th Century (discontinued), FIL2701 – Major - History of Philosophy 1600-1800  or corresponding courses.
",,"
Learning outcome
After having completed the course, you are expected to:

 have a good knowledge of the core texts of the course as well as secondary litterature
 have a good knowledge of the debate concerning the topic
 be able to describe the main aspects of the topic in a consistent and clear manner
 be able to discuss the topic in an independent and critical manner
		 

",,,"
Course content
The content of the course may vary on occasion, but its point of departure is the heritage of Kant, Hegel, Schopenhauer, Marx, Nietzsche, Kierkegaard, Freud and Husserl.
All these thinkers had a major impact on the European continent and together they animated the currents that have influenced European philosophy ever since: phenomenology, existentialism, and post-structuralism represented by amongst others Heidegger, Sartre, Foucault and Derrida.
A common collective term for this tradition is “continental philosophy”, even though not all philosophers on the continent have embraced this tradition and even though it has many adherents outside of the continent. The course will accentuate the historical connections of continental philosophy and highlight the points in common with British and American philosophy.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4532/index-eng.html,
University of Oslo,UIO,Humanities,Recent history of philosophy: Continental philosophy,30,,,"
Prerequisites
Recommended previous knowledge
FIL2700 – Major - History of Philosophy Until the 17th Century (discontinued), FIL2701 – Major - History of Philosophy 1600-1800  or corresponding courses.
",,"
Learning outcome
After having completed the course, you are expected to:

 have a good knowledge of the core texts of the course as well as secondary litterature
 have a good knowledge of the debate concerning the topic
 be able to describe the main aspects of the topic in a consistent and clear manner
 be able to discuss the topic in an independent and critical manner
		 

",,,"
Course content
The content of the course may vary on occasion, but its point of departure is the heritage of Kant, Hegel, Schopenhauer, Marx, Nietzsche, Kierkegaard, Freud and Husserl.
All these thinkers had a major impact on the European continent and together they animated the currents that have influenced European philosophy ever since: phenomenology, existentialism, and post-structuralism represented by amongst others Heidegger, Sartre, Foucault and Derrida. A common collective term for this tradition is “continental philosophy”, even though not all philosophers on the continent have embraced this tradition and even though it has many adherents outside of the continent.
The course will accentuate the historical connections of continental philosophy and highlight the points in common with British and American philosophy.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4552/index-eng.html,
University of Oslo,UIO,Humanities,History of Philosophy up to 1600,10,,,[],,"
Learning outcome
The aim is to give the participants an in depth understanding of philosophical problems from this period and to show their relevance for later discussions.
",,,"
Course content
The topics of the course are works/epochs/schools/ideas in the history of philosophy from around 600 BC until the Renaissance. Texts and focus may vary, but important names will be Heraklit, Parmenides, Sokrates, Platon, Aristoteles, hellenistic philosophers, neo-platonists, Augustin, Boethius, Thomas Aquinas, Ockham, Montaigne and Galieo.
Please take a look at the semester pages for a more detailed description of the content fall 2021.
 
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4560/index-eng.html,
University of Oslo,UIO,Humanities,Ancient Philosophy and its Key Concepts,20,,,[],,"
Learning outcome
When you have completed this course, you will:

have a thorough understanding of the text(s) and author(s) that were included in the reading list
be able to discuss the course's philosophical theme in an independent and critical way, drawing both primary and secondary sources
be able to take a stand on the philosophical theme in a relatively independent manner

You will also be able to:

translate and interpret central conceptual terminology in ancient philosophy from both Greek and Latin
understand the most important translational and interpretive questions connected to these concepts
discuss the historical development of translations of philosophical vocabulary (for example, from Greek to Latin to English)
use lexicons, sources, textual apparatus and online resources in ancient philosophy

",,,"
Course content
The course is centered around certain philosophical works, periods and/or ideas in the history of philosophy from its inception in roughly 600 BC up until approximately 700 AD (through overlapping seminars with FIL4560). The focus of the course and authors who will be studied in it will vary from semester to semester. In addition, the course gives an introduction to the foundational philosophical concepts in ancient philosophy and the Latin and Greek terms that were used to express them. Interpretive methods and challenges will also be addressed, and students will be introduced to the most important online and library resources for the study of ancient philosophy.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4561/index-eng.html,
University of Oslo,UIO,Humanities,History of Philosophy 1600-1800,10,,,[],,"
Learning outcome
The focus will vary from term to term, but the aim is to give the participants an in depth understanding of philosophical problems from this period and to show their relevance for later discussions. Moreover, since much emphasis is put on a careful reading of historical texts, the participants will improve their interpretational skills.
",,,"
Course content
The topics of this course are works/epochs/schools/ideas in the history of philosophy in the 17th and 18th century. This is the period when the world view of modern science as well as many of the contemporary problems of moral and political philosophy are first formulated. Central figures within metaphysics and epistemology are Descartes, Spinoza, Locke, Leibniz, Berkeley, Hume and Kant, in ethics and politcal philosophy: Hobbes, Grotius, Locke, Hume, Smith og Kant.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4600/index-eng.html,
University of Oslo,UIO,Humanities,History of Philosophy 1600-1800 with long essay,30,,,[],,"
Learning outcome
The focus will vary from term to term, but the aim is to give the participants an in depth understanding of philosophical problems from this period and to show their relevance for later discussions. Moreover, since much emphasis is put on a careful reading of historical texts the participants will improve their interpretational skills.
",,,"
Course content
The topics of this course are works/epochs/schools/ideas in the history of philosophy in the 17th and 18th century. This is the period when the world view of modern science as well as many of the contemporary problems of moral and political philosophy are first formulated. Central figures within metaphysics and epistemology are Descartes, Spinoza, Locke, Leibniz, Berkeley, Hume and Kant, in ethics and politcal philosophy: Hobbes, Grotius, Locke, Hume, Smith og Kant.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4620/index-eng.html,
University of Oslo,UIO,Humanities,Recent History of Philosophy: The Heritage of Frege and Russell,10,,,"
Prerequisites
Recommended previous knowledge
FIL1006 – Innføring i logikk
",,"
Learning outcome
After having completed the course, the students are expected to:

have a good knowledge of the core texts for the course
have an in depth knowledge of the debate concerning the topic
be able to discuss the topic in an independent and critical manner
be able to describe in a consistent and clear manner what are the main aspects of the topic

",,,"
Course content
The content of the course will vary from time to time, but it will be based on the heritage of Gottlob Frege (1848-1925), Bertrand Russell (1872-1970) and Ludwig Wittgenstein (1889-1951).
What characterizes this kind of philosophy is its focus on the language and its analaysis. It is also strongly connected to the natural and formal sciences. This heritage has been further developped into several branches; for example the logical positivism, the ""late philosophy of Wittgenstein"", the ordinary language philosophy and the late philosophy of language of for example Willard Van Orman Quine, Donald Davidson and Saul Kripke.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4630/index-eng.html,
University of Oslo,UIO,Humanities,Recent history of philosophy: The heritage of Frege and Russell with long essay,30,,,"
Prerequisites
Recommended previous knowledge
FIL2701 – Major - History of Philosophy 1600-1800 and FIL2505 – Recent history of philosophy: Continental philosophy og FIL4532 – Recent History of Philosophy: Continental Philosophy
",,"
Learning outcome
After having completed the course, the students are expected to:

have a good knowledge of the core texts for the course
have an in depth knowledge of the debate concerning the topic
be able to discuss the topic in an independent and critical manner
be able to describe in a consistent and clear manner what are the main aspects of the topic

",,,"
Course content
The content of the course will vary from time to time, but it will be based on the heritage of Gottlob Frege (1848-1925), Bertrand Russell (1872-1970) and Ludwig Wittgenstein (1889-1951). What characterizes this kind of philosophy is its focus on the language and its analaysis. It is also strongly connected to the natural and formal sciences. This heritage has been further developped into several branches; for example the logical positivism, the ""late philosophy of Wittgenstein"", the ordinary language philosophy and the late philosophy of language of for example Willard Van Orman Quine, Donald Davidson and Saul Kripke.
",,https://www.uio.no,https://www.uio.no/studier/emner/hf/ifikk/FIL4632/index-eng.html,
